Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
127,-131,1456,1598,0.228882,0.457764,0.396729,0.0152588,0.0610352,33,0.0152588,0.0152588,3,101
128,-132,1680,1652,0.152588,0.442505,0.366211,0,0.0762939,33,0,0.0305176,3,101
129,-133.001,1680,1671,0.198364,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,102
130,-134,1638,1666,0.213623,0.396729,0.335693,0.0152588,0.0610352,33,0.0152588,0.0152588,3,102
131,-135,1724,1661,0.167847,0.411987,0.350952,0,0.0610352,33,0,0.0305176,3,102
132,-136,1638,1671,0.213623,0.396729,0.335693,0.0152588,0.0610352,33,0.0152588,0.0152588,3,102
133,-137,1680,1640,0.198364,0.396729,0.335693,0.0152588,0.0610352,33,0.0152588,0.0152588,3,102
134,-138,1680,1636,0.198364,0.396729,0.335693,0.0152588,0.0610352,33,0.0152588,0.0152588,3,102
135,-139.001,1680,1661,0.198364,0.396729,0.335693,0.0152588,0.0610352,33,0.0152588,0.0152588,3,102
136,-140,1524,1641,0.259399,0.396729,0.335693,0.0152588,0.0610352,33,0.0152588,0.0152588,3,102
137,-141,1680,1640,0.198364,0.396729,0.335693,0.0152588,0.0610352,31,0.0152588,0.0152588,3,102
138,-142,1680,1635,0.183105,0.411987,0.335693,0,0.0762939,31,0.0152588,0.0152588,3,102
139,-143,1638,1680,0.183105,0.427246,0.350952,0,0.0762939,31,0,0.0305176,3,102
140,-144,1680,1630,0.167847,0.427246,0.366211,0,0.0610352,31,0,0.0305176,3,102
141,-145,1680,1662,0.167847,0.427246,0.350952,0,0.0762939,33,0,0.0305176,3,102
142,-146,1680,1675,0.198364,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,102
143,-147,1680,1680,0.167847,0.427246,0.366211,0,0.0610352,32,0,0.0305176,3,101
144,-148,1680,1634,0.167847,0.427246,0.366211,0,0.0610352,34,0,0.0305176,3,101
145,-149,1680,1623,0.198364,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,101
