Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),Text Calculation (ms),Text Render (ms),Trees Count,Tree Calculation (ms),Tree Render (ms)
254,0,668,621,1.34277,0.152588,0.0305176,0,35,0.0305176,0
255,0,655,643,1.40381,0.12207,0.0305176,0,35,0,0
256,0,642,650,1.40381,0.152588,0,0,35,0,0.0305176
257,0,655,610,1.37329,0.152588,0,0,35,0,0.0305176
258,0,655,645,1.34277,0.183105,0,0,35,0,0.0305176
259,0,630,643,1.46484,0.12207,0,0,35,0,0.0305176
260,0,655,611,1.37329,0.152588,0,0,35,0,0.0305176
261,0,642,643,1.40381,0.152588,0,0,35,0,0.0305176
262,0,655,614,1.31226,0.213623,0,0.0305176,35,0.0305176,0.0305176
263,0,655,642,1.28174,0.244141,0,0.0305176,35,0.0305176,0.0305176
264,0,655,632,1.37329,0.152588,0,0,35,0.0305176,0
265,0,655,647,1.40381,0.12207,0,0.0305176,35,0.0305176,0
266,0,642,645,1.43433,0.12207,0,0,35,0.0305176,0
267,0,642,599,1.40381,0.152588,0,0,35,0,0.0305176
268,0,655,647,1.37329,0.152588,0,0,35,0,0.0305176
269,0,642,638,1.40381,0.152588,0,0,35,0,0.0305176
270,0,655,625,1.37329,0.152588,0,0,35,0,0.0305176
271,0,642,645,1.43433,0.12207,0.0305176,0,35,0,0
272,0,655,604,1.37329,0.152588,0,0,35,0,0.0305176
273,0,655,649,1.40381,0.12207,0.0305176,0,35,0,0
274,-1,682,671,1.31226,0.152588,0,0,38,0,0.0305176
275,-1,682,662,1.31226,0.152588,0.0305176,0,38,0,0
276,-1,682,651,1.31226,0.152588,0.0305176,0,38,0,0
277,0,642,634,1.43433,0.12207,0.0305176,0,35,0,0
278,0,655,603,1.37329,0.152588,0,0,35,0.0305176,0
279,0,655,638,1.37329,0.152588,0,0.0305176,35,0.0305176,0
280,0,668,645,1.28174,0.213623,0,0.0305176,35,0,0.0305176
281,-1,697,637,1.28174,0.152588,0,0,38,0,0.0305176
282,-1,682,667,1.31226,0.152588,0,0.0305176,38,0.0305176,0
283,-1,697,664,1.31226,0.12207,0,0,38,0,0
284,0,595,668,1.52588,0.152588,0,0,35,0,0.0305176
285,0,655,623,1.37329,0.152588,0,0,35,0,0.0305176
286,0,655,640,1.34277,0.183105,0,0,35,0,0.0305176
287,0,655,638,1.37329,0.152588,0,0,35,0,0.0305176
288,0,642,636,1.43433,0.12207,0,0.0305176,35,0,0
289,0,655,643,1.40381,0.12207,0,0.0305176,35,0.0305176,0
290,0,642,635,1.43433,0.12207,0,0,35,0.0305176,0
291,0,655,649,1.37329,0.152588,0,0,35,0,0.0305176
292,0,668,614,1.37329,0.12207,0.0305176,0,35,0,0
293,0,655,649,1.37329,0.152588,0,0,35,0,0.0305176
294,0,655,645,1.37329,0.152588,0,0.0305176,35,0.0305176,0
295,0,668,603,1.37329,0.12207,0,0.0305176,35,0,0
296,0,606,627,1.46484,0.183105,0,0,35,0,0.0305176
297,0,642,641,1.43433,0.12207,0,0.0305176,35,0.0305176,0
298,-1.59021,728,642,1.2207,0.152588,0,0.0305176,34,0.0305176,0
299,-4.56502,697,688,1.28174,0.152588,0,0.0305176,34,0.0305176,0
300,-5.96028,728,726,1.2207,0.152588,0,0,40,0,0.0305176
