Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
218,-221.996,222,275,1.23596,3.26538,2.01416,0.0152588,1.25122,74,0.854492,0.213623,3,99
219,-222.997,244,283,0.808716,3.28064,1.60217,0.0152588,1.67847,72,0.549316,0.106812,3,100
220,-223.998,246,271,0.930786,3.12805,1.87683,0.0305176,1.25122,72,0.732422,0.137329,3,100
221,-224.997,293,292,0.869751,2.53296,1.19019,0.0152588,1.34277,72,0.656128,0.12207,3,100
222,-225.998,266,271,0.854492,2.89917,1.46484,0.0152588,1.43433,71,0.610352,0.12207,3,100
223,-226.999,254,275,1.23596,2.70081,1.37329,0.0457764,1.32751,70,1.02234,0.274658,3,100
224,-227.999,232,266,1.54114,2.76184,1.38855,0.0305176,1.37329,71,0.747681,0.335693,3,100
225,-229,233,273,0.930786,3.35693,1.86157,0.0152588,1.49536,70,0.747681,0.152588,3,100
226,-229.997,217,274,0.854492,3.75366,2.01416,0.0152588,1.7395,70,0.610352,0.137329,3,99
227,-230.997,312,294,0.701904,2.50244,1.15967,0.0152588,1.34277,71,0.579834,0.12207,3,100
228,-231.997,238,280,0.961304,3.23486,1.80054,0.0305176,1.43433,71,0.793457,0.183105,3,100
229,-232.999,260,290,1.12915,2.71606,1.80054,0.0305176,0.915527,73,0.946045,0.167847,3,100
230,-233.997,275,271,0.762939,2.86865,1.34277,0.0152588,1.52588,70,0.564575,0.106812,3,100
231,-234.998,250,285,0.961304,3.0365,1.77002,0.0152588,1.26648,69,0.549316,0.106812,3,100
232,-235.998,307,274,0.823975,2.42615,1.31226,0.0305176,1.11389,69,0.671387,0.167847,3,100
233,-236.999,242,280,1.25122,2.86865,1.52588,0.0152588,1.34277,68,0.808716,0.366211,3,100
234,-237.997,295,277,0.808716,2.57874,1.26648,0.0152588,1.31226,69,0.610352,0.12207,3,100
