Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
150,-153.998,630,642,0.640869,0.946045,0.732422,0.0152588,0.213623,51,0.274658,0.0457764,3,103
151,-154.998,648,627,0.610352,0.930786,0.717163,0.0152588,0.213623,51,0.259399,0.0610352,3,103
152,-155.999,655,619,0.579834,0.946045,0.732422,0.0152588,0.213623,51,0.259399,0.0457764,3,103
153,-157,668,643,0.518799,0.976562,0.747681,0.0152588,0.228882,50,0.259399,0.0457764,3,103
154,-157.999,668,652,0.549316,0.946045,0.732422,0.0152588,0.213623,51,0.274658,0.0457764,3,103
155,-158.999,630,612,0.595093,0.991821,0.747681,0.0152588,0.244141,51,0.259399,0.0610352,3,103
156,-159.999,661,660,0.595093,0.915527,0.686646,0.0152588,0.228882,51,0.274658,0.0457764,3,103
157,-160.999,612,620,0.656128,0.976562,0.747681,0.0305176,0.228882,53,0.305176,0.0457764,3,103
158,-161.999,618,632,0.62561,0.991821,0.778198,0.0152588,0.213623,55,0.259399,0.0610352,3,103
159,-162.999,642,638,0.62561,0.930786,0.717163,0.0152588,0.213623,56,0.274658,0.0457764,3,103
160,-163.999,648,648,0.564575,0.976562,0.747681,0.0152588,0.228882,58,0.274658,0.0610352,3,103
161,-164.999,624,635,0.579834,1.02234,0.793457,0.0152588,0.228882,58,0.274658,0.0610352,3,103
162,-166,590,641,0.62561,1.06812,0.808716,0.0152588,0.259399,59,0.274658,0.0610352,3,103
163,-167,606,641,0.671387,0.976562,0.747681,0.0305176,0.228882,61,0.274658,0.0457764,3,103
164,-167.999,624,617,0.610352,0.991821,0.732422,0.0152588,0.259399,60,0.259399,0.0610352,3,103
165,-168.999,579,610,0.717163,1.00708,0.732422,0.0152588,0.274658,60,0.320435,0.0610352,3,103
166,-169.999,630,636,0.610352,0.976562,0.762939,0.0305176,0.213623,60,0.289917,0.0610352,3,103
167,-170.999,682,603,0.610352,0.854492,0.640869,0.0152588,0.213623,59,0.289917,0.0457764,3,103
168,-171.999,642,641,0.610352,0.946045,0.732422,0.0152588,0.213623,60,0.289917,0.0457764,3,103
169,-172.999,612,619,0.656128,0.976562,0.732422,0.0152588,0.244141,61,0.289917,0.0457764,3,103
170,-173.999,648,642,0.640869,0.900269,0.671387,0.0152588,0.228882,60,0.274658,0.0610352,3,103
171,-174.999,612,621,0.686646,0.946045,0.732422,0.0305176,0.213623,59,0.274658,0.0457764,3,103
172,-175.999,636,623,0.671387,0.900269,0.686646,0.0152588,0.213623,63,0.274658,0.0610352,3,103
173,-176.999,630,615,0.701904,0.88501,0.656128,0.0152588,0.228882,63,0.320435,0.0457764,3,103
174,-177.999,642,602,0.564575,0.991821,0.762939,0.0152588,0.228882,64,0.289917,0.0762939,3,103
175,-179,636,631,0.640869,0.930786,0.717163,0.0305176,0.213623,65,0.274658,0.0610352,3,103
176,-179.999,612,629,0.595093,1.0376,0.808716,0.0152588,0.228882,67,0.274658,0.0610352,3,103
177,-180.999,618,605,0.717163,0.900269,0.671387,0.0152588,0.228882,66,0.305176,0.0457764,3,103
178,-181.999,642,615,0.610352,0.946045,0.717163,0.0152588,0.228882,64,0.305176,0.0457764,3,103
179,-182.998,630,636,0.640869,0.946045,0.732422,0.0152588,0.213623,64,0.274658,0.0610352,3,103
180,-184,642,631,0.656128,0.900269,0.671387,0.0152588,0.228882,63,0.289917,0.0457764,3,103
181,-184.999,612,607,0.671387,0.961304,0.747681,0.0152588,0.213623,63,0.289917,0.0610352,3,103
182,-186,642,633,0.579834,0.976562,0.762939,0.0152588,0.213623,63,0.259399,0.0610352,3,103
183,-187,630,640,0.610352,0.976562,0.762939,0.0152588,0.213623,62,0.289917,0.0457764,3,103
184,-187.999,642,617,0.656128,0.900269,0.686646,0.0152588,0.213623,61,0.274658,0.0610352,3,103
185,-188.999,574,616,0.671387,1.06812,0.854492,0.0305176,0.213623,63,0.274658,0.0610352,3,103
186,-190,642,648,0.671387,0.88501,0.671387,0.0305176,0.213623,62,0.274658,0.0457764,3,103
187,-190.999,648,621,0.579834,0.961304,0.747681,0.0152588,0.213623,61,0.274658,0.0610352,3,103
188,-191.999,648,607,0.549316,0.991821,0.732422,0.0152588,0.259399,61,0.274658,0.0457764,3,103
189,-192.999,595,612,0.671387,1.00708,0.793457,0.0305176,0.213623,63,0.289917,0.0457764,3,103
190,-194,595,636,0.656128,1.02234,0.762939,0.0152588,0.259399,65,0.289917,0.0610352,3,103
191,-194.999,648,621,0.640869,0.900269,0.671387,0.0152588,0.228882,66,0.289917,0.0457764,3,103
192,-195.999,612,624,0.717163,0.915527,0.701904,0.0152588,0.213623,66,0.289917,0.0610352,3,103
193,-196.999,585,637,0.671387,1.0376,0.808716,0.0152588,0.228882,65,0.289917,0.0610352,3,103
194,-198,630,632,0.656128,0.930786,0.717163,0.0152588,0.213623,65,0.274658,0.0610352,3,103
195,-198.999,636,607,0.610352,0.961304,0.747681,0.0152588,0.213623,64,0.289917,0.0610352,3,103
196,-199.999,675,628,0.564575,0.915527,0.701904,0.0152588,0.213623,64,0.274658,0.0457764,3,103
197,-201,595,585,0.671387,1.00708,0.762939,0.0152588,0.244141,65,0.274658,0.0610352,3,103
198,-202,606,610,0.656128,0.991821,0.778198,0.0152588,0.213623,65,0.274658,0.0610352,3,103
199,-202.999,648,614,0.671387,0.869751,0.656128,0.0152588,0.213623,67,0.274658,0.0610352,3,103
200,-204,630,626,0.62561,0.961304,0.747681,0.0305176,0.213623,65,0.289917,0.0610352,3,103
201,-205,668,640,0.610352,0.88501,0.671387,0.0152588,0.213623,65,0.274658,0.0457764,3,103
202,-205.999,682,652,0.579834,0.88501,0.671387,0.0152588,0.213623,65,0.259399,0.0610352,3,103
203,-207,579,627,0.747681,0.976562,0.762939,0.0152588,0.213623,65,0.320435,0.0610352,3,103
204,-208,630,591,0.640869,0.946045,0.732422,0.0152588,0.213623,65,0.274658,0.0610352,3,103
205,-209,648,625,0.579834,0.961304,0.747681,0.0152588,0.213623,66,0.274658,0.0610352,3,103
206,-209.999,648,601,0.656128,0.88501,0.671387,0.0152588,0.213623,67,0.305176,0.0610352,3,103
207,-211,630,639,0.62561,0.961304,0.747681,0.0305176,0.213623,68,0.274658,0.0610352,3,103
208,-211.999,630,597,0.62561,0.961304,0.732422,0.0152588,0.228882,68,0.305176,0.0457764,3,104
209,-212.998,618,615,0.686646,0.930786,0.732422,0.0305176,0.198364,69,0.289917,0.0457764,3,104
210,-214,612,629,0.640869,0.991821,0.762939,0.0152588,0.228882,69,0.305176,0.0610352,3,104
211,-214.999,648,618,0.62561,0.915527,0.717163,0.0305176,0.198364,70,0.289917,0.0457764,3,104
212,-216,574,624,0.701904,1.0376,0.823975,0.0152588,0.213623,70,0.274658,0.0610352,3,104
213,-216.999,612,596,0.62561,1.00708,0.793457,0.0152588,0.213623,71,0.289917,0.0610352,3,104
214,-217.999,630,611,0.579834,1.00708,0.778198,0.0152588,0.228882,72,0.289917,0.0610352,3,104
215,-218.998,612,595,0.610352,1.02234,0.793457,0.0152588,0.228882,72,0.305176,0.0610352,3,104
216,-219.998,668,604,0.610352,0.88501,0.671387,0.0152588,0.213623,74,0.274658,0.0610352,3,104
217,-220.999,574,600,0.747681,0.991821,0.762939,0.0152588,0.228882,74,0.305176,0.0610352,3,104
218,-221.999,612,621,0.640869,0.991821,0.762939,0.0152588,0.228882,74,0.305176,0.0610352,3,104
219,-223,590,597,0.717163,0.976562,0.762939,0.0152588,0.213623,72,0.289917,0.0610352,3,104
220,-223.998,601,632,0.640869,1.02234,0.808716,0.0305176,0.213623,72,0.289917,0.0610352,3,104
221,-224.999,612,624,0.671387,0.961304,0.747681,0.0152588,0.213623,72,0.305176,0.0610352,3,104
222,-226,630,625,0.595093,0.991821,0.778198,0.0152588,0.213623,71,0.289917,0.0610352,3,104
223,-226.998,655,626,0.640869,0.88501,0.671387,0.0152588,0.213623,70,0.289917,0.0610352,3,104
224,-227.998,624,633,0.640869,0.961304,0.732422,0.0152588,0.228882,71,0.274658,0.0762939,3,105
